Title,Author_Id,Year,Citation_Count
Data-Purpose Algebra: Modeling Data Usage Policies,5685,2007,12
The next wave of the web,5685,2006,4
Self-Describing Delegation Networks for the Web,5685,2006,6
WWW at 15 years: looking forward,5685,2005,3
Artificial Intelligence (AI) for Web Accessibility: Is Conformance Evaluation a Way Forward?,8620,2018,6
Exploring Paths to a More Accessible Digital Future,8620,2018,1
Web Standards to Enable an Accessible and Inclusive Internet of Things (IoT),8620,2017,9
The role of accessibility in a universal web,8620,2014,22
Essential components of mobile web accessibility,8620,2013,5
Towards bridging the accessibility needs of people with disabilities and the ageing community,8620,2008,7
Web accessibility highlights and trends,8620,2004,18
Identifying High-z Gamma-Ray Burst Candidates Using Random Forest Classification,15150,2012,0
Treed Gaussian Process Models for Classification,15150,2010,3
Reactive probabilistic programming,1210,2020,0
DiffTune: Optimizing CPU Simulator Parameters with Learned Differentiable Surrogates,1210,2020,0
BHive: A Benchmark Suite and Measurement Framework for Validating x86-64 Basic Block Performance Models,1210,2019,1
The three pillars of machine programming,1210,2018,6
Computable decision making on the reals and other spaces: via partiality and nondeterminism,1210,2018,2
"Optimizing CNNs on Multicores for Scalability, Performance and Goodput",1210,2017,3
Chisel: reliability- and accuracy-aware optimization of approximate computational kernels,1210,2014,56
Verifying quantitative reliability for programs that execute on unreliable hardware,1210,2013,87
Verified integrity properties for safe approximate program transformations,1210,2013,10
Bolt: on-demand infinite loop escape in unmodified binaries,1210,2012,15
Automatic input rectification,1210,2012,20
Proving acceptability properties of relaxed nondeterministic approximate programs,1210,2012,40
Dynamic knobs for responsive power-aware computing,1210,2011,122
Detecting and Escaping Infinite Loops with Jolt,1210,2011,20
Automatically identifying critical input regions and code in applications,1210,2010,29
Automatically patching errors in deployed software,1210,2009,162
Transactional collection classes,1210,2007,18
Reflective program generation with patterns,1210,2006,18
Context-sensitive program analysis as database queries,1210,2005,75
Using Datalog with Binary Decision Diagrams for Program Analysis,1210,2005,70
Photonic Memory Disaggregation in Datacenters,23550,2020,0
Challenging the Stateless Quo of Programmable Switches,23550,2020,0
On the Complexity of Traffic Traces and Implications,23550,2020,1
OptFlow: A Flow-based Abstraction for Programmable Topologies,23550,2020,2
Past and future directions in networking research,23550,2019,0
FAB: Toward Flow-aware Buffer Sharing on Programmable Switches,23550,2019,0
Bandwidth steering in HPC using silicon nanophotonics,23550,2019,2
TEAVAR: striking the right utilization-availability balance in WAN traffic engineering,23550,2019,2
RADWAN: rate adaptive wide area network,23550,2018,19
Beyond Binary Failures in Networks,23550,2018,0
Beyond SmartNICs: Towards a Fully Programmable Cloud: Invited Paper,23550,2018,3
PINE: An Energy Efficient Flexibly Interconnected Photonic Data Center Architecture for Extreme Scalability,23550,2018,2
Characterizing the algorithmic complexity of reconfigurable data center architectures,23550,2018,17
Programmable Optical Networks,23550,2017,0
Understanding and Mitigating Packet Corruption in Data Center Networks,23550,2017,17
"Run, Walk, Crawl: Towards Dynamic Link Capacities",23550,2017,12
HotCocoa: Hardware Congestion Control Abstractions,23550,2017,9
Evaluation of Elastic Modulation Gains in Microsoftâs Optical Backbone in North America,23550,2016,7
ECN or Delay: Lessons Learnt from Analysis of DCQCN and TIMELY,23550,2016,21
Optical Layer Failures in a Large Backbone,23550,2016,17
ProjecToR: Agile Reconfigurable Data Center Interconnect,23550,2016,86
Efficient traffic splitting on commodity switches,23550,2015,29
TIMELY: RTT-based Congestion Control for the Datacenter,23550,2015,113
TCP Pacing in Data Center Networks,23550,2013,8
Rethinking end-to-end congestion control in software-defined networks,23550,2012,40
Caliper: Precise and Responsive Traffic Generator,23550,2012,2
Proportional rate reduction for TCP,23550,2011,22
Caliper: a tool to generate precise and closed-loop traffic,23550,2010,2
OpenTM: Traffic Matrix Estimator for OpenFlow Networks,23550,2010,110
Emulation of Optical PIFO Buffers,23550,2009,3
Performing time-sensitive network experiments,23550,2008,2
Experimental study of router buffer sizing,23550,2008,35
Hierarchical Provisioning Algorithm for Virtual Private Networks Using the Hose Model,23550,2007,3
Resource Optimization to Provision a Virtual Private Network Using the Hose Model,23550,2007,4
"Smart Safety, A Survey on Smart Safety Technologies",4860,2018,0
Smart city: Evaluation of intelligent agents,4860,2018,0
Power of ocean: Evaluation of blue energy,4860,2018,0
Transcribing Latin Manuscripts in Respect to Linguistics,4860,2018,0
Adaptive Spatio-temporal Model Based Multiple Object Tracking in Video Sequences Considering a Moving Camera,4860,2018,0
Real-time Learning-based Monitoring System for Water Contamination,4860,2018,3
A Simple Change Comparison Method for Image Sequences Based on Uncertainty Coefficient,4860,2018,0
A Survey on the Status of Open Data and Its Future,4860,2018,1
A Survey on the Status of Smart Healthcare from the Universal Village Perspective,4860,2018,3
Video-based Fall Detection for Seniors with Human Pose Estimation,4860,2018,6
Why Do We Need Bilateral Control? - In View Of Energy Consumption,4860,2018,0
Real-time Vehicle Status Perception Without Frame-based Segmentation for Smart Camera Network,4860,2018,0
A Macroscopic Traffic Simulation Model to Mingle Manually Operated and Self-driving Cars,4860,2018,0
Nubilum Ad Hominem: Taking smart homes steps further,4860,2018,0
Analysis of Information Exchange: How Does It Affect Patient-Hospital Relationship?,4860,2018,0
A Method to Extract Overall Trajectory Information from Frame Sequence of Fixed Background without Object Tracking,4860,2018,0
Time-to-Contact control for safety and reliability of self-driving cars,4860,2017,3
Detect the rail track flaw by estimating the camera shaking,4860,2014,0
Suppressing traffic flow instabilities,4860,2013,10
A robust signal-flow architecture for cooperative vehicle density control,4860,2013,9
Blur kernel estimation using the radon transform,4860,2011,97
Fast human detection with cascaded ensembles on the GPU,4860,2010,22
Efficient integral image computation on the GPU,4860,2010,40
Hierarchical framework for direct gradient-based time-to-contact estimation,4860,2009,16
The Raytheon-SORDS trimodal imager,4860,2009,5
A layered-based fusion-based approach to detect and track the movements of pedestrians through partially occluded situations,4860,2009,1
Time to Contact Relative to a Planar Surface,4860,2007,31
Coded Source Imaging for Neutrons and X-Rays,4860,2006,5
Application of the discrete Haar wavelet transform to image fusion for nighttime driving,4860,2005,7
"Source-search sensitivity of a large-area, coded-aperture, gamma-ray imager",4860,2004,2
Cone-Beam Image Reconstruction by Moving Frames,4860,2004,0
Contrastive Multiview Coding,15365,2020,0
What Makes Fake Images Detectable? Understanding Properties that Generalize,15365,2020,0
Rethinking Few-Shot Image Classification: A Good Embedding is All You Need?,15365,2020,7
Learning to See before Learning to Act: Visual Pre-training for Manipulation,15365,2020,2
"Omnipush: accurate, diverse, real-world dataset of pushing dynamics with RGB-D video",15365,2019,1
InGAN: Capturing and Retargeting the âDNAâ of a Natural Image,15365,2019,3
GANalyze: Toward Visual Definitions of Cognitive Image Properties,15365,2019,12
The Unreasonable Effectiveness of Deep Features as a Perceptual Metric,15365,2018,296
Mining Visual Evolution in 21 Years of Web Design,15365,2017,1
Combining self-supervised learning and imitation for vision-based rope manipulation,15365,2017,26
Image-to-Image Translation with Conditional Adversarial Networks,15365,2017,2125
Split-Brain Autoencoders: Unsupervised Learning by Cross-Channel Prediction,15365,2017,61
Unpaired Image-to-Image Translation Using Cycle-Consistent Adversarial Networks,15365,2017,1919
Visually Indicated Sounds,15365,2016,79
Colorful Image Colorization,15365,2016,231
Discovering states and transformations in image collections,15365,2015,20
Learning Ordinal Relationships for Mid-Level Vision,15365,2015,40
SparkleVision: Seeing the world through random specular microfacets,15365,2015,1
Crisp Boundary Detection Using Pointwise Mutual Information,15365,2014,45
Scene Collaging: Analysis and Synthesis of Natural Images with Semantic Layers,15365,2013,21
Image memorability and visual inception,15365,2012,17
"Shapecollage: Occlusion-Aware, Example-Based Shape Interpretation",15365,2012,11
What makes an image memorable?,15365,2011,139
Blank Language Models,2310,2020,0
Rethinking Cooperative Rationalization: Introspective Extraction and Complement Control,2310,2019,0
Gromov-Wasserstein Alignment of Word Embedding Spaces,2310,2018,7
A causal framework for explaining the predictions of black-box sequence-to-sequence models,2310,2017,11
Semi-supervised Question Retrieval with Gated Convolutions,2310,2016,11
Ten Pairs to Tag â Multilingual POS Tagging via Coarse Mapping between Embeddings,2310,2016,8
Rationalizing Neural Predictions,2310,2016,48
Learning to refine text based recommendations,2310,2016,0
Integration of PCA with a Novel Machine Learning Method for Reparameterization and Assisted History Matching Geologically Complex Reservoirs,2310,2015,5
"Molding CNNs for text: non-linear, non-consecutive convolutions",2310,2015,21
Integration of Principal-Component-Analysis and Streamline Information for the History Matching of Channelized Reservoirs,2310,2014,11
Greed is Good if Randomized: New Inference for Dependency Parsing,2310,2014,4
Steps to Excellence: Simple Inference with Refined Scoring of Dependency Trees,2310,2014,4
Low-Rank Tensors for Scoring Dependency Structures,2310,2014,10
Collaborative future event recommendation,2310,2010,35
Using term informativeness for named entity detection,2310,2005,21
Modeling the Combinatorial Functions of Multiple Transcription Factors,2310,2005,0
Predictive Discretization During Model Selection,2310,2004,4
Analysis of signaling pathways in human T-cells using bayesian network modeling of single cell data,2310,2004,0
Are Girls Neko or ShÅjo? Cross-Lingual Alignment of Non-Isomorphic Embeddings with Iterative Normalization,15120,2019,0
Multiple wavelength sensing array design,15120,2017,0
Focused model-learning and planning for non-Gaussian continuous state-action systems,15120,2017,0
Deep Metric Learning via Facility Location,15120,2017,75
Deep Metric Learning via Lifted Structured Feature Embedding,15120,2016,271
Efficient and accurate clustering for large-scale genetic mapping,15120,2014,4
